Center,Phone number,Days,Hours,Full Address,Latitude,Longitude
Little Sisters Of The Assumption Family Health Service,(646) 672-5200,Wed,9-11:30AM&1-2:30PM,"333 E 115th St, New York, NY 10029",40.795773,-73.936667
Love Wins@Corsi House Neighborhood Senior Center,NONE PROVIDED,Thu,12 PM - 1 PM,"307 E 116th St, New York, NY 10029",40.79694,-73.93717
Macedonia Ch. Assembly Of God-Bread Of Life Food Pantry,(212) 410-3412,Fri,9 AM - 10:30 AM,"340 E 106th St, New York, NY 10029",40.789811,-73.940876
New York Common Pantry,(917) 720-9700,Wed-Sat,10 AM - 2:30 PM,"8 E 109th St, New York, NY 10029",40.795869,-73.949124
St. Cecilia'S Parish Services,(212) 348-0488,Wed,9 AM - 12 PM,"125 E 105th St, New York, NY 10029",40.791927,-73.947327
New York Common Pantry,(917) 720-9700,Mon-Fri,2:30 PM - 3:30 PM,"8 E 109th St, New York, NY 10029",40.795869,-73.949124
Iris House,(646) 548-0100,Thu,10 AM - 3 PM,"2348 Adam Clayton Powell Jr Blvd, New York, NY 10030",40.817089,-73.94274
St. Charles Borromeo Church,(212) 281-2100,Sat,9 AM - 11:30 AM,"211 W 141st St, New York, NY 10030",40.819538,-73.941704
"West Harlem Group Assistance, Inc",(212) 832-1399,Mon-Thu,10 AM - 2 PM,"625 Lenox Ave, New York, NY 10037",40.818223,-73.938188
Zeina Lorraine Inc,(646) 355-3880,"Tue, Thu",11 AM - 2 PM,"203 W 133rd St, New York, NY 10030",40.814254,-73.944945
Iris House,(646) 548-0100,Tue-Fri,12 PM - 1:30 PM,"2348 Adam Clayton Powell Jr Blvd, New York, NY 10030",40.817089,-73.94274
Convent Avenue Baptist Church,(646) 698-5102,Mon,9 AM - 12 PM,"Convent Ave and W 144th St, New York, NY 10031",40.823983,-73.946725
Family Integration Ministry Food Pantry,(347) 459-4445,Sat,8 AM - 10:30 AM,"1875 Amsterdam Ave, New York, NY 10031",40.830017,-73.943894
Upper Manhattan Mental Health Center,(212) 694-9200,"Tue, Wed, Thu",11 AM - 2 PM,"1727 Amsterdam Ave, New York, NY 10031",40.825537,-73.947163
Alliance Casa Washington Heights,(212) 645-0875,Wed,10 AM - 3 PM,"2036 Amsterdam Ave, New York, NY 10032",40.835229,-73.940571
Community League Of The Heights,(212) 795-4779,"Wed, Sat",9 AM - 1 PM,"508 W 159th St, New York, NY 10032",40.834303,-73.941842
City Harvest Mobile Market - Prince Hall,(646) 412-0740,"Thu, Sat",9:30 AM - 11:30 AM,"454 W 155th St, New York, NY 10032",40.8308,-73.941867
Catholic Charities Washington Heights Food Pantry,(212) 862-6401,Thu,10 AM - 12 PM,"665 W 182nd St, New York, NY 10033",40.85075,-73.935055
International Pentecostal Church,(212) 568-3531,Tue/Fri,11:30AM-3:30PM/12-3PM,"619 W 179th St, New York, NY 10033",40.848414,-73.935391
Jewish Community Council Of Washington Hgts,(212) 568-5450,Wed,10 AM - 1 PM,"121 Bennett Ave, New York, NY 10033",40.854068,-73.934593
Cabrini Immigrant Services Of New York City Inc,(212) 791-4590,Sat,7:30 AM - 9 AM,"630 Isham St, New York, NY 10034",40.869598,-73.920904
Nuevo Siglo Cares (Serving God Through You),(347) 856-8500,Fri,2 PM - 4 PM,"213 Sherman Ave, New York, NY 10034",40.865411,-73.920601
"Worldwide Missionary Movement/Centro Evangelistico Mmm, Inc",(212) 567-5620,Sat,10 AM - 12 PM,"148 Post Ave, New York, NY 10034",40.865111,-73.918941
City Harvest Mobile Market - Dyckman Houses,(646) 412-0740,"Wed, Sat",9:30 AM - 11:30 AM,"177 Nagle Ave, New York, NY 10034",40.861139,-73.923996
Beth Hark Christian Counseling Center,(212) 860-1523,Tue/Thu,12-2PM/11AM-1PM,"1832 Madison Ave, New York, NY 10035",40.80232,-73.943368
Chambers Memorial Baptist Church/Love Offering,(347) 600-9820,Wed,9 AM - 11 AM,"219 E 123rd St, New York, NY 10035",40.802163,-73.935933
"Fraternite Notre Dame, Inc",(212) 876-5855,Fri,2 PM - 5 PM,"2290 1st Ave, New York, NY 10035",40.79706,-73.934419
Friendly Hands Ministry Inc,(646) 370-3978,Wed/Thu,10AM-12PM/10AM-12PM,"115 E 125th St, New York, NY 10035",40.804777,-73.937951
The Salvation Army Manhattan Citadel,(212) 860-3200,Mon-Fri,9 AM - 3 PM,"175 E 125th St, New York, NY 10035",40.804076,-73.936574
Beth Hark Christian Counseling Center,(212) 860-1523,"Wed, Thu",12 PM - 2 PM,"1832 Madison Ave, New York, NY 10035",40.80232,-73.943368
Fraternite Notre Dame,(212) 876-5855,Thu,11 AM - 1 PM,"2290 1st Ave, New York, NY 10035",40.79706,-73.934419
St. Clements Food Pantry,(212) 246-7277,Fri/Sat,2-6PM/8-11:30AM,"10th Ave and W 46th St, New York, NY 10036",40.762185,-73.993607
Bethel Ame Church,(212) 862-0100,Thu,9:30 AM - 11:30 AM,"60 W 132nd St, New York, NY 10037",40.81134,-73.941073
Cccs - Kennedy Center Food Pantry,(212) 862-6401,Wed,10 AM - 1 PM,"34 W 134th St, New York, NY 10037",40.812717,-73.939905
St. Mark The Evangelist Church,(212) 281-4931,Sat,10 AM - 12 PM,"65 W 138th St, New York, NY 10037",40.81584,-73.938719
Bethany Baptist Church,(212) 234-5810,Fri,12 PM - 3 PM,"304 W 154th St, New York, NY 10039",40.828661,-73.938484
Father Creavin'S Food Pantry,(212) 281-2100,Tue,9 AM - 11 AM,"276 W 151st St, New York, NY 10039",40.825934,-73.937759
Roosevelt Island Disable Association (Rida),NONE PROVIDED,Fri,4 PM - 6 PM,"548 Main St, New York, NY 10044",40.761742,-73.949377
Christ Church United Methodist,(212) 838-3036,Sun,4:30 PM - 6 PM,"524 Park Ave, New York, NY 10065",40.763943,-73.96949
Temple Shaaray Tefila,(212) 535-8008,Wed,11:15 AM - 12 PM,"250 E 79th St, New York, NY 10075",40.773349,-73.955474
Isaacs Holmes Food Pantry,(212) 360-7620,Wed,9 AM - 11 AM,"415 E 93rd St, New York, NY 10128",40.781214,-73.945277
The Urban Outreach Center Of Nyc,(212) 288-6743,Tue,5:30 PM - 6:30 PM,"1745 1st Ave, New York, NY 10128",40.779771,-73.94749
The Urban Outreach Center Of Nyc,(212) 288-6743,"Wed, Fri",9 AM - 1 PM,"1745 1st Ave, New York, NY 10128",40.779771,-73.94749
Manhattan Downtown Multi-Cultural Food Pantry,(347) 248-9726,Thu,8:30 AM - 10:30 AM,"160 Allen St, New York, NY 10002",40.720919,-73.989184
Center Of Hope International,(718) 784-4673,"Tue, Thu/Wed",12-3PM/11AM-2PM,"12-5 40th Ave, Long Island City, NY 11101",40.756017,-73.942455
Evangel Food Pantry,(718) 361-5454,Tue-Fri/Sat,9AM-3PM/9-12PM,"39-21 Crescent St, Long Island City, NY 11101",40.754208,-73.937116
Iglesia Alianza Misionera Ebenezer,(718) 729-1944,Sat,8 AM - 1 PM,"43-2 38th St, Long Island City, NY 11101",40.745654,-73.926867
St. Raphael Church Food Pantry,(718) 729-8957,Thu/Sat,10:3A-12P/1:3-3P,"35-20 Greenpoint Ave, Long Island City, NY 11101",40.737155,-73.930046
City Harvest Mobile Market - Queensbridge Houses,(646) 412-0740,"Wed, Sat",9:30 AM - 11:30 AM,"10-25 41st Ave, Long Island City, NY 11101",40.755456,-73.944639
City Harvest - Astoria Mobile Market,(646) 412-0725,"Thu, Sat",9:30 AM - 11:30 AM,"27-1 Astoria Blvd, Astoria, NY 11102",40.771017,-73.921038
Hour Children Community Outreach,(718) 482-8226,"Mon, Thu/Tue",2-4PM/10:30AM-12:30PM,"36-49 11th St, Astoria, NY 11106",40.759937,-73.940528
Food Sharing With Our Neighbors Programs,(718) 939-8599,Thu,10 AM - 12 PM,"38-24 149th St, Flushing, NY 11354",40.763795,-73.816887
South Asian Council For Social Services,(718) 321-7929,"Wed, Thu",9:30 AM - 1 PM,"143-2 45th Ave, Flushing, NY 11355",40.753836,-73.818216
Icna Flushing Food Pantry,(929) 329-7986,Wed,12 PM - 2 PM,"140-32 Cherry Ave, Flushing, NY 11355",40.754394,-73.821573
New  Beginnings Food Pantry,NONE PROVIDED,Tue,10 AM - 11:30 AM,"242-1 Braddock Ave, Bellerose Terrace, NY 11426",40.726264,-73.726064
Flushing Jewish Community Council,(718) 463-8937,Tue,9 AM - 10:30 AM,"171-39 Northern Blvd, Flushing, NY 11358",40.757896,-73.794474
Sam Field Y,(718) 704-8160,M/Tue/W&Thu/F,9A-1P/11A-2P/9A-2P/9A-12P,"58-25 Little Neck Pkwy, Little Neck, NY 11362",40.761334,-73.722885
Chazaq,(718) 285-9132,Tue,2:30 PM - 5 PM,"141-47 72nd Ave, Flushing, NY 11367",40.726736,-73.822208
Kehilat Sephardim Of Ahavat Achim,(718) 591-9574,"M, W/Tue, Thu/Sun",10A-2P/11A-1P/10A-4P,"150-62 78th Rd, Flushing, NY 11367",40.7211,-73.811573
Corona Seventh Day Adventist Church,(718) 429-7050,Mon,9 AM - 11:30 AM,"35-30 103rd St, Corona, NY 11368",40.753847,-73.864838
Elmcor Youth & Adult Activities #2,(718) 651-0096,Wed,10 AM - 3 PM,"33-16 108th St, Corona, NY 11368",40.757255,-73.861095
Iglesia Cristiana Evangelica,(347) 938-9368,Sat,11 AM - 12 PM,"34-35 96th St, Corona, NY 11368",40.753989,-73.871549
Make The Road New York,(718) 565-8500,Wed,8 AM - 10 AM,"104-19 Roosevelt Ave, Corona, NY 11368",40.750175,-73.861102
Mt. Olivet Gospel Church,(718) 478-0780,Wed,5:30 PM - 6:30 PM,"33-27 97th St, Corona, NY 11368",40.756074,-73.871005
Northeast Conference Community Center Sda,(347) 527-2444,Tue/Wed,11AM-1PM/3-6PM,"99-13 Northern Blvd, Corona, NY 11368",40.757448,-73.86896
Corona Seventh Day Adventist Church,(718) 651-4534,Sun,12 PM - 2 PM,"35-30 103rd St, Corona, NY 11368",40.753847,-73.864838
Brigada De Esperanza Inc,(718) 530-8638,Sat,12 PM - 3 PM,"89-7 Astoria Blvd, East Elmhurst, NY 11369",40.763968,-73.879748
First Baptist Church Of Corona,(718) 446-0200,Sat,12 PM - 3 PM,"100-10 Astoria Blvd, East Elmhurst, NY 11369",40.761622,-73.868737
First Baptist Church,(718) 446-0200,Wed,12 PM - 1:45 PM,"100-10 Astoria Blvd, East Elmhurst, NY 11369",40.761622,-73.868737
Love Wins Food Pantry - Mercadito Solidario,(347) 735-6989,Fri,1 PM - 5 PM,"37-63 83rd St, Jackson Heights, NY 11372",40.747979,-73.88291
Muna Social Services - Jackson Heights Community Food Bank,(212) 920-6202,Thu,2 PM - 3 PM,"35-35 71st St, Jackson Heights, NY 11372",40.74967,-73.894512
St. Mark Ame Church/The Voice Of Hagar,(718) 205-0506,Tue,10 AM - 12:30 PM,"95-18 Northern Blvd, Jackson Heights, NY 11372",40.756756,-73.872421
The Salvation Army Queens Temple Corp,(718) 335-3693,Thu,10 AM - 11 AM,"86-7 35th Ave, Jackson Heights, NY 11372",40.752378,-73.88028
The Salvation Army Queens Temple Corp,(718) 335-3693,M-F,11:30 AM - 1 PM,"86-7 35th Ave, Jackson Heights, NY 11372",40.752378,-73.88028
Bethany Pantry,(917) 533-1679,Sat,9 AM - 10 AM,"48-8 91st Pl, Elmhurst, NY 11373",40.741423,-73.873063
Evangelical Church Christ Is The Light,(718) 592-2701,Fri,9 AM - 11 AM,"89-16 48th Ave, Elmhurst, NY 11373",40.741133,-73.874886
Ministerio La Luz De La Esperanza Para Las Naciones De Jesucris,(631) 336-0572,Thu,5 PM - 7 PM,"79-1 Broadway, Elmhurst, NY 11373",40.744594,-73.886174
Zero Hunger Campaign (Ccso),(332) 228-8584,"Wed, Fri",1 PM - 3 PM,"93-15 Corona Ave, Elmhurst, NY 11373",40.742611,-73.871398
Forest Hills Seniors Center,(929) 349-9740,Thu,8:30 AM - 10:30 AM,"108-25 62nd Dr, Forest Hills, NY 11375",40.736169,-73.850151
Esther Grunblatt-Central Queens Y,(718) 704-8160,"M, W/Tu, Th/Fri",9A-2P&3:30-6:30P/9A-2P/9A-12,"67-9 108th St, Forest Hills, NY 11375",40.728684,-73.847203
Masbia Of Queens,(718) 534-7321,Sun-Thu,12 PM - 9 PM,"105 E 64th St, New York, NY 10065",40.766014,-73.967129
Queens Jewish Community Council,(718) 544-9033,M-Thu,11 AM - 2 PM,"119-45 Union Turnpike, Forest Hills, NY 11375",40.714007,-73.832334
Masbia Of Queens,(718) 534-7321,Sun-Thu,3 PM - 9 PM,"105 E 64th St, New York, NY 10065",40.766014,-73.967129
Bvm/St. Mary'S Church Winfield,(718) 672-4848,Thu,9:30 AM - 12 PM,"70-31 48th Ave, Woodside, NY 11377",40.738478,-73.892793
Corpus Christi Food Pantry,(718) 721-2774,Wed,9 AM - 10:30 AM,"31-30 61st St, Woodside, NY 11377",40.756493,-73.901849
Saint Teresa Church - Saint Vincent Depaul Society,(718) 784-2123,Tue,4 PM - 5:30 PM,"50-20 45th St, Woodside, NY 11377",40.737009,-73.921041
Aids Center Of Queens County,(718) 472-9400,Tue,8 AM - 10 AM,"62-7 Woodside Ave, Woodside, NY 11377",40.744659,-73.902187
Yeshua Worldwide Ministries Food Pantry,(347) 507-1689,"Thu, Sat",10 AM - 1 PM,"79-11 Caldwell Ave, Middle Village, NY 11379",40.725686,-73.880254
Agape Christian Center,(718) 635-0674,Sat,10 AM - 11:30 AM,"59-2 Summerfield St, Ridgewood, NY 11385",40.699281,-73.897807
Community Alliance Initiative,(718) 305-4888,Fri,10 AM - 12 PM,"60-85 Myrtle Ave, Ridgewood, NY 11385",40.700858,-73.895242
Mount Moriah Seventh Day Adventist Church Fp,(347) 217-4988,Sat,8:30 AM - 9:30 AM,"1834 Decatur St, Ridgewood, NY 11385",40.698174,-73.897633
The Legacy Center Community Development Corp,(718) 456-4852,Thu,9 AM - 12 PM,"71-2 Cypress Hills St, Ridgewood, NY 11385",40.701747,-73.892553
Woodbine,(646) 824-6064,"Mon, Wed",9:30 AM - 10 AM,"585 Woodward Ave, Ridgewood, NY 11385",40.706437,-73.9081
Rca Cambria Heights Community Church Fp,(718) 528-2138,Sat,9 AM - 11 AM,"116-12 220th St, Cambria Heights, NY 11411",40.696438,-73.739669
Moriah City Community Food Pantry,(718) 276-1908,Wed,3 PM - 5 PM,"206-14 Linden Blvd, Cambria Heights, NY 11411",40.696177,-73.74554
"First Church Of God In Christ, Inc.",(718) 712-4831,Wed,12 PM - 3 PM,"187-10 Baisley Blvd, Saint Albans, NY 11412",40.690313,-73.763011
Fresh Anointing International Charities (Faic),(917) 665-0240,Thu,11 AM - 2 PM,"182-10 Liberty Ave, Saint Albans, NY 11412",40.705474,-73.777146
Gospel Assembly - Queens,(718) 454-0192,Wed-Sat,10 AM - 12 PM,"109-14 Farmers Blvd, Saint Albans, NY 11412",40.703583,-73.766861
"In The Beginning Outreach, Inc",(516) 303-5202,Wed,12:30 PM - 2 PM,"189-10 Liberty Ave, Saint Albans, NY 11412",40.703314,-73.767369
Majority Community Outreach,(718) 528-6690,Thu,9 AM - 11 AM,"115-31 Farmers Blvd, Saint Albans, NY 11412",40.695068,-73.76155
Second Chance Agape Worship Center,(917) 416-3697,Thu,12 PM - 2 PM,"200-12 Hollis Ave, Saint Albans, NY 11412",40.706051,-73.757181
St. Albans Baptist Church,(718) 723-8005,Sat,10 AM - 12 PM,"196-20 119th Ave, Saint Albans, NY 11412",40.690833,-73.75392
We Care Pantry,(718) 774-7041,Sat,10 AM - 12 PM,"201-14 Hollis Ave, Saint Albans, NY 11412",40.706165,-73.755992
Worship Christian Center Inc,(631) 482-0758,"Fri, Sat",10 AM - 1 PM,"113-16 Farmers Blvd, Saint Albans, NY 11412",40.699058,-73.763003
"Holy Temple Church, Inc",(718) 276-2900,Sat,11 AM - 12 PM,"136-25 Springfield Blvd, Springfield Gardens, NY 11413",40.67711,-73.755087
Jamaica Queens Wesleyan Church Pantry,(718) 712-0335,Sat,12 PM - 1:30 PM,"134-49 228th St, Laurelton, NY 11413",40.675312,-73.742797
Lebanon Seventh Day Adventist Church,(718) 525-4630,Thu,5 PM - 7 PM,"131-72 223rd St, Laurelton, NY 11413",40.679852,-73.74575
Linden Seventh Day Adventist Church Community Services,(718) 527-4072,Sun,10 AM - 12 PM,"228-20 137th Ave, Springfield Gardens, NY 11413",40.673141,-73.743828
One Way Church Of Christ,(718) 525-4260,Sat,10 AM - 1 PM,"216-11 Merrick Blvd, Laurelton, NY 11413",40.680178,-73.752325
Vfw #5298,(516) 582-5426,Wed,2 PM - 5 PM,"143-17 Springfield Blvd, Springfield Gardens, NY 11413",40.668092,-73.756658
Our Lady Of Grace Ministry,(718) 845-6635,Tue,10:30 AM - 12 PM,"158-10 101st St, Howard Beach, NY 11414",40.660987,-73.832889
Project L.E.A.D.,(718) 495-6210,Sun,7:30 AM - 9:30 AM,"85-12 126th St, Kew Gardens, NY 11415",40.704003,-73.825513
The Ozone Park Pantry,(646) 851-0885,Sat,10:30 AM - 1 PM,"83-10 Rockaway Blvd, Ozone Park, NY 11416",40.683697,-73.857165
Muna Social Service Baitun Noor Masjid,(212) 920-6202,Thu,4 PM - 5 PM,"88-19 Liberty Ave, Ozone Park, NY 11417",40.680095,-73.849923
Zion Tabernacle F.B.H. Church,(718) 717-9993,Tue,1 PM - 3 PM,"105-1 107th Ave, Ozone Park, NY 11417",40.681158,-73.835274
Evangelical Free Church Of America - Community Bible,(917) 387-6513,Sat,8 AM - 11 AM,"102-16 89th Ave, Richmond Hill, NY 11418",40.693218,-73.843565
Holy Child Jesus Food Pantry,(718) 847-1860,"Mon, Thu",10 AM - 12 PM,"112-6 86th Ave, Richmond Hill, NY 11418",40.698882,-73.836867
River Fund,(718) 442-1125,"Wed, Sat",9 AM - 11:30 AM,"89-11 Lefferts Blvd, Richmond Hill, NY 11418",40.696942,-73.829206
Calvary'S Mission,NONE PROVIDED,Fri,3:30 PM - 6:30 PM,"97-25 Lefferts Blvd, South Richmond Hill, NY 11419",40.690535,-73.82605
Faith Assembly Community Outreach,(718) 849-5277,Sat,10 AM - 12 PM,"120-13 101st Ave, South Richmond Hill, NY 11419",40.690511,-73.824531
Deliverance Temple Church Of Jesus Christ,(718) 529-1993,Tue,5:30 PM - 6:30 PM,"134-10 Rockaway Blvd, South Ozone Park, NY 11420",40.674453,-73.804107
Leviticus Church,(718) 322-1095,Wed/Sat,1-2PM/12-1PM,"114-12 Van Wyck Expy, South Ozone Park, NY 11420",40.682376,-73.806131
St. Teresa Of Avila Community Services,(718) 529-3587,"Mon, Thu",9 AM - 10:30 AM,"129-4 109th Ave, South Ozone Park, NY 11420",40.684808,-73.8138
St. Peters - Yvonne Gittens Food,(718) 360-7650,Sat,11 PM - 1 PM,"137-28 244th St, Rosedale, NY 11422",40.667755,-73.733338
Taurus Associates Inc.,(718) 526-2177,Wed,3 PM - 5 PM,"240-8 135th Ave, Rosedale, NY 11422",40.671984,-73.734324
Beraca Seventh Day Adventist Church,(718) 740-1916,Wed,9:30 AM - 12 PM,"91-19 191st St, Hollis, NY 11423",40.71203,-73.768177
Hollis Community Christian Center,(347) 626-7996,Sat,10 AM - 12 PM,"191-22 Jamaica Ave, Hollis, NY 11423",40.712733,-73.767896
Jesus Is The Answer - J.I.T.A. Community Outreach,(718) 908-6303,Tue,12 PM - 1 PM,"205-11 Jamaica Ave, Hollis, NY 11423",40.713894,-73.754631
Muna Social Service Masjid Ar-Rayyan,(212) 920-6202,Wed,2 PM - 3 PM,"196-43 Foothill Ave, Hollis, NY 11423",40.718759,-73.766692
Mount Sinai Seventh Day Adventist Church,(718) 465-1784,Wed,5 PM - 7 PM,"217 E 93rd St, Brooklyn, NY 11212",40.660268,-73.924306
Resilience Usa Foundation Inc,(347) 840-4966,Wed,2 PM - 3 PM,"221-61 92nd Ave, Queens Village, NY 11428",40.726583,-73.735786
Divine Food Pantry,(516) 415-1192,Fri,4 PM - 6:30 PM,"215-31 99th Ave, Queens Village, NY 11429",40.714771,-73.742948
Hollis Avenue Congregational Church,(718) 468-1498,Tue,8 AM - 11 AM,"211-4 Hollis Ave, Queens Village, NY 11429",40.708886,-73.746346
Hope Restoration Ministries,(516) 689-7022,Sat,2 PM - 4 PM,"101-1 Springfield Blvd, Queens Village, NY 11429",40.71422,-73.735423
Masjid Ar Rahman Food Pantry,(718) 740-5025,Fri,2:30 PM - 4 PM,"98-10 211th St, Queens Village, NY 11429",40.714142,-73.749161
Queensboro Temple Seventh Day Adventist Church,(718) 776-8538,Wed,1 PM - 4 PM,"96-40 222nd St, Queens Village, NY 11429",40.718074,-73.731833
"Vets Inc, Hollis Gardens",(646) 261-1973,Thu,3 PM - 5 PM,"202-14 Hollis Ave, Saint Albans, NY 11412",40.70631,-73.754997
All My Children,(718) 825-2566,Tue,11 AM - 1 PM,"175-44 Mayfield Rd, Jamaica, NY 11432",40.716811,-73.78941
First Presbyterian Church Of Jamaica,(718) 526-4775,Tue/Sat,10AM-12PM/9-11AM,"89-60 164th St, Jamaica, NY 11432",40.705901,-73.796373
First United Methodist Church Of Jamaica,(718) 739-2269,Mon,8:30 AM - 9:30 AM,"162-10 Highland Ave, Jamaica, NY 11432",40.709765,-73.800761
Jamaica Hispanic Seventh Day Adventist Church,(718) 736-5291,Sun,8 AM - 9 AM,"88-28 161st St, Jamaica, NY 11432",40.707358,-73.800779
Jamaica Seventh Day Adventist Church,(718) 658-9784,Sun,9:30 AM - 11:30 AM,"88-28 163rd St, Jamaica, NY 11432",40.707891,-73.798959
St. Nicholas Of Tolentine Church- F.P.,(718) 969-3226,Thu,9 AM - 12 PM,"150-75 Goethals Ave, Jamaica, NY 11432",40.718425,-73.809608
Tabernacle Of Prayer,(718) 657-4210,Wed,10 AM - 11:30 AM,"90-7 Merrick Blvd, Jamaica, NY 11432",40.706839,-73.7945
The Salvation Army Jamaica Citadel Corps,(718) 297-4860,"Tue, Thu",10 AM - 12 PM,"90-23 161st St, Jamaica, NY 11432",40.704834,-73.798916
Masjid Omar Abdel Aziz,(718) 541-8485,Wed,2 PM - 4 PM,"88-29 161st St, Jamaica, NY 11432",40.707458,-73.800471
Aids Center Of Queens County,(718) 896-2500,Thu,8:30 AM - 9:30 AM,"161-21 Jamaica Ave, Jamaica, NY 11432",40.704402,-73.797906
First Presbyterian Church Of Jamaica,(718) 526-4775,Wed,5:30 PM - 6:30 PM,"89-60 164th St, Jamaica, NY 11432",40.705901,-73.796373
The Salvation Army Jamaica Citadel Corps,(718) 297-4860,Mon-Wed,12 PM - 1 PM,"90-23 161st St, Jamaica, NY 11432",40.704834,-73.798916
Allen Outreach Ministry Feeding Program,(718) 526-3510,Mon/Thu,3-5PM/11AM-1PM,"110-31 Merrick Blvd, Jamaica, NY 11433",40.694914,-73.781492
Bethany Baptist Church Of Jamaica,(718) 659-6099,"Tue, Wed",11 AM - 2 PM,"157-11 111th Ave, Jamaica, NY 11433",40.690317,-73.791665
Bethel Gospel Tabernacle Church,(718) 291-2676,Wed,9:30 AM - 11 AM,"110-25 Guy R Brewer Blvd, Jamaica, NY 11433",40.692761,-73.788267
Community Church Of Christ Food Pantry,(718) 523-2612,Wed,1 PM - 3 PM,"167-4 108th Ave, Jamaica, NY 11433",40.697979,-73.787577
Macedonia Ame Church,(718) 353-5870,Mon/Tue,12 PM - 2 PM,"106-16 Guy R Brewer Blvd, Jamaica, NY 11433",40.699326,-73.793446
"The Harding Ford Vision, Inc",(347) 661-7382,Wed/Sat,10AM-12PM/2-4PM,"157-22 Tuskegee Airmen Way, Jamaica, NY 11433",40.69823,-73.797112
Bethel Gospel Tabernacle Church,(718) 291-2676,"Tue, Fri",12 PM - 2 PM,"110-25 Guy R Brewer Blvd, Jamaica, NY 11433",40.692761,-73.788267
Macedonia Ame Church,(718) 353-5870,Tue,9 AM - 11 AM,"106-16 Guy R Brewer Blvd, Jamaica, NY 11433",40.699326,-73.793446
Christ Church International Joseph'S House,(718) 276-2799,Sat,10 AM - 12 PM,"122-20 Merrill St, Jamaica, NY 11434",40.68282,-73.7698
Maranatha French Seventh Day Adventist Church,(718) 297-8797,Sun,10 AM - 12 PM,"173-4 Linden Blvd, Jamaica, NY 11434",40.692004,-73.777007
Ministry Tools Inc,(718) 529-0005,Thu,4 PM - 6 PM,"170-10 140th Ave, Jamaica, NY 11434",40.670886,-73.769648
More Than Conquerors Global Ministries Inc,(718) 528-3334,Sat,2 PM - 4 PM,"153-56 Rockaway Blvd, Jamaica, NY 11434",40.669183,-73.7825
National Sorority Of Phi Delta Kappa,(718) 723-1119,Thu,11 AM - 1 PM,"117-8 Merrick Blvd, Jamaica, NY 11434",40.686702,-73.774696
Singh Family Charity Inc,(718) 480-6700,Sat,8 AM - 10 AM,"121-13 Sutphin Blvd, Jamaica, NY 11434",40.676953,-73.790636
True Divinity Outreach Food Pantry,(718) 322-3065,"Tue, Thu",10 AM - 2 PM,"115-27 Sutphin Blvd, Jamaica, NY 11434",40.684113,-73.792421
Blanche Memorial Church,(718) 658-2458,Tue,9 AM - 10 AM,"109-74 Sutphin Blvd, Jamaica, NY 11435",40.690065,-73.797055
"Christ Apostolic Church Of America, Inc",(718) 658-8981,Sat,9 AM - 1 PM,"108-2 Sutphin Blvd, Jamaica, NY 11435",40.692895,-73.799471
Icna Relief Usa,(718) 658-7028,Thu,11 AM - 1 PM,"87-91 144th St, Jamaica, NY 11435",40.704514,-73.811672
Morris Brown Helping Hand Food Program,(718) 322-7596,Wed,10 AM - 12 PM,"145-3 Rockaway Blvd, Jamaica, NY 11436",40.673804,-73.793415
South Ozone Park Seventh Day Adventist Church,(718) 322-9210,Wed,12 PM - 2 PM,"120-12 140th St, Jamaica, NY 11436",40.675624,-73.801106
Union United Food Pantry,(718) 529-3691,Fri,12 PM - 3 PM,"126-22 150th St, Jamaica, NY 11436",40.672376,-73.788664
Muna Social Service South Jamaica,(212) 920-6202,Wed,4 PM - 5 PM,", Queens, NY 11453",40.691492,-73.805689
First Presbyterian Russell Sage Memorial Church Of Far Rocka,(718) 327-2440,Sat,9 AM - 10:30 AM,"896 Central Ave, Far Rockaway, NY 11691",40.609109,-73.746841
J.U.S.T.I.C.E. Organization/Jesus Is Justice Mission Inc.,(718) 772-7951,Wed,12 PM - 2 PM,"223 Beach 28th St, Far Rockaway, NY 11691",40.595222,-73.761032
Solid Rock Seventh Day Adventist Church,(718) 474-9306,Wed,2:30 PM - 5:30 PM,"52-5 Rockaway Beach Blvd, Far Rockaway, NY 11691",40.592761,-73.782856
St. Mary Star Of The Sea,(718) 327-1133,"Tue, Fri/",1-3PM/1-3:30PM,"19-20 New Haven Ave, Far Rockaway, NY 11691",40.600689,-73.75263
United Methodist Center In Far Rockaway,(718) 327-5071,"Tue, Thu",9:30-11AM&1-4PM,"1032 Beach 19th St, Far Rockaway, NY 11691",40.60314,-73.751808
Aids Center Of Queens County (Acqc),(718) 868-8645,Fri,9:30 AM - 10:30 AM,"Central Ave, Brooklyn, NY 11207",40.687676,-73.906862
Jewish Community Council Of The Rockaway Peninsula,(718) 327-7755,"Tue, Thu",9:30 AM - 1:30 PM,"15-25 Central Ave, Far Rockaway, NY 11691",40.605287,-73.751659
United Methodist Center In Far Rockaway,(718) 327-5071,Mon-Fri,12-1PM&4:30-5:30PM,"1032 Beach 19th St, Far Rockaway, NY 11691",40.60314,-73.751808
Bethel Ame Church/Bethel Arverne Comm.,(516) 503-9715,Thu,11 AM - 1 PM,"215 Beach 77th St, Arverne, NY 11692",40.588432,-73.804471
First United Christian Church,NONE PROVIDED,Tue/Sun,10A-1P/1:30-3:30PM,"109 Victory Blvd, Staten Island, NY 10301",40.637659,-74.080221
Skylight Center,(718) 720-2585,Tue,2 PM - 3 PM,"307 St Marks Pl, Staten Island, NY 10301",40.642573,-74.078285
